id,family,language,source,page,year_of_occurrence,village_in_source,village,latitude,longitude,text_type,original,translation_Russian,translation_English,modal_marker,marker disamb,constr_type,copula_or_retr,complement,complement_form,inf_postposition,use,modal_or_non-modal,semantics,mod_type_vAP,mod_type_descriptive,negation_expressed,negation_scope,question,question_type,question_emb,overt_A_S,A_S_case,P_argument,P_number,P_overt,P_case,indexing,animacy,counted_in_corpus,counted_in_subcorpus,im_personality,rule or strategy,speaker info,dialect
wm48,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,"t'et'ä rovotajə̑šašlə̑k ə̑lə̑n položə̑nnə̑j veremäm , položə̑nnə̑j veremäm , kängə̈žə̈m .","Дети должны были отработать определённое время, положенное время, летом.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,0,,no,,,1,nom,,,,,,hum,present-day,,,,,
wm49,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,"pürežə̈län cilä və̈dšə̈m jöräl koltenä , kukše ... kukšeš kodšašlə̑k .","Для пюре всю воду сливаем, [картошка] остаться сухой должна.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,external,instruction (recipe),0,,no,,,0,no,,,,,,inan,present-day,recipes,personal,,,
wm50,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"mə̈n'ə̈n internetšə̈ b'ezl'im'itnyj , xot' man'arkə̑m käčäjə̈ , n'imaxan' oksa kešäšlə̑k agə̑l.","У меня интернет безлимитный, хоть сколько качай, никакие деньги уходить не должны.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,epistemic,epistemic,1,,no,,,1,nom,,,,,,inan,present-day,,,,,
wm51,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,""" vot "", - maneš , - "" tä käčäjendä vap internet "", - maneš , - "" a vap internet "", - maneš , - "" traf'ik ə̑leš kogon šergäš , sedə̈ndono tülə̈ šäšlə̑k ə̑lə̑da tə̈žem nə̈l šüdə̈ tängäm "".","""Вот"", - говорит, - ""Вы качали через WAP-интернет"", - говорит, - ""а у WAP-интернета"", - говорит, - ""трафик очень дорогой,
поэтому Вы должны заплатить 1400 рублей"".",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,0,,no,,,0,no,,,,,,hum,present-day,,,,,
wm52,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,""" a vot "", - tidə̈ maneš , - "" tä ške "", - maneš , - "" vujnamat ə̑lə̑da , vot ə̈nde tülə̈šäšlə̑k ə̑lə̑da "", - maneš .","
""А вот"", - он говорит, - ""Вы сами"", - говорит, - ""виноваты, вот теперь должны заплатить"", - говорит.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,0,,no,,,0,no,,,,,,hum,present-day,,,,,
wm53,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"me , jara , török m'irovoj sud'ja docə̑n , tä tülə̈šäšlə̑k tə̈xen' , tä tülə̈šäšlə̑k ə̑lə̑da tə̈žem nə̈l šüdə̈ tängäm m'egafon op'eratə̑rlan kazan'ə̑škə̑ .","Ладно, сразу от мирового судьи, вы должны заплатить 1400 рублей оператору ""Мегафон"" в Казань.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,0,,no,,,1,nom,,,,,,hum,present-day,,,,,
wm54,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"me , jara , török m'irovoj sud'ja docə̑n , tä tülə̈šäšlə̑k tə̈xen' , tä tülə̈šäšlə̑k ə̑lə̑da tə̈žem nə̈l šüdə̈ tängäm m'egafon op'eratə̑rlan kazan'ə̑škə̑ .","Ладно, сразу от мирового судьи, вы должны заплатить 1400 рублей оператору ""Мегафон"" в Казань.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,0,,no,,,1,nom,,,,,,hum,present-day,,,,,
wm55,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,m'egafonlan tə̈žem nə̈l šüdə̈m ik mə̑rə̑ gišän tülə̈šäšlə̑k ə̑lam .,"""Мегафону"" 1400 за одну песню я должен заплатить.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,0,,no,,,0,no,,,,,,hum,present-day,,,,,
wm56,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"cilä , značit , kü man'arə̑ tülə̈šäšlə̑k , cilä karang ke ... karang kerdeš , tülə̈deok koden kerdeš m'egafonlan .","Кто сколько должен заплатить, может избежать оплаты, может и не платить Мегафону.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,0,,no,,,1,nom,,,,,,hum,present-day,,,,,
wm57,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"tämdän sirmäštä lə̑də̑n … lə̑tmə̑ , i tä ... m'irovoj sud'ja r'ešen'im pr'in'imajen , tä oksam tülə̈šäšlə̑k ada ə̑l m'egafonlan , 
n'imaxan' oksam tülə̈šäšlə̑k ada ə̑l .","Ваше письмо прочитано, мировой судья принял решение, вы не должны платить деньги ""Мегафону"", никаких денег платить не
должны.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,1,,no,,,1,nom,,,,,,hum,present-day,,,,,
wm58,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"tämdän sirmäštä lə̑də̑n … lə̑tmə̑ , i tä ... m'irovoj sud'ja r'ešen'im pr'in'imajen , tä oksam tülə̈šäšlə̑k ada ə̑l m'egafonlan , 
n'imaxan' oksam tülə̈šäšlə̑k ada ə̑l .","Ваше письмо прочитано, мировой судья принял решение, вы не должны платить деньги ""Мегафону"", никаких денег платить не
должны.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,1,,no,,,0,no,,,,,,hum,present-day,,,,,
wm59,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,pə̈tärli strojə̑šašlə̑k ə̑lə̑nə̑t jə̑ljälə̈štə̈ .,Сначала должны были построить в Юлъялах.,NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,counter_plan,0,,no,,,0,no,,,,,,hum,present-day,,,,,
wm60,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,marlan kešäšlə̑k ə̈də̈rvlän cilänok každə̑jə̑nok lišäšlə̑k ə̑lə̑n šarpan .,"Каждая девушка, собиравшаяся выходить замуж, должна была иметь шарпан.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,0,,no,,,1,nom,,,,,,inan,present-day,,,,,
wm61,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"no eče kudə̑mšə̑ nojabə̑r'ə̑nžə̑ il'i šə̈mšə̈ nojabə̑r'ə̑nžə̑ mə̈n' koltə̑šašlə̑k ə̑lam eče päšävläm, skan'irujə̑mə̑ päšävläm .","Но еще шестого ноября или седьмого ноября я должна послать еще работы, сканированные работы.",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,0,,no,,,1,nom,,,,,,hum,present-day,,,,,
wm62,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,luat kokšə̑ d'ekabə̑r'eš informaci cilä lišäšlə̑k sajtə̑štə̑ .,12 декабря информация вся должна быть на сайте.,NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,deontic,deontic,0,,no,,,1,nom,,,,,,inan,present-day,,,,,
wm63,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"tə̑və̑rtə̑šə̑škə̑ pištäš keleš mə̑nə̑m iktä koktə̑m , sanzalə̑m , p'esokə̑m iziš vele , šukə̑mok agə̑l . ","В творог нужно положить примерно два яйца, соль, сахара немного только, много не надо.",NA,keläš,keläš,need,NA,VP,inf_aš,no,predicate,modal,necessity,external,instruction (recipe),0,,no,,,0,no,,,,,,hum,present-day,recipes,impersonal,,,
wm64,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"sanzalə̑m pištät tot semə̈n' , mə̑nə̑m ob'azat'el'nə̑ pištäš keleš dä lašašə̑m ","Соль кладут по вкусу, нужно обязательно положить яйцо и муку.",NA,keläš,keläš,need,NA,VP,inf_aš,no,predicate,modal,necessity,external,instruction (recipe),0,,no,,,0,no,,,,,,hum,present-day,recipes,impersonal,,,
wm65,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,nə̈nə̈län tə̈n'ə̈m mə̑škə̑ndalaš keleš ,Им тебя нужно помыть.,NA,keläš,keläš,need,NA,VP,inf_aš,no,predicate,modal,necessity,external,external,0,,no,,,1,dat,,,,,,hum,present-day,,,,,
wm66,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"mə̑škaš keleš , так , щас və̈də̈m opten šə̈ndenä , šokšə̑ və̈də̈m , щас ti və̈də̈štə̈ nüštə̈ltem","Нужно помыть, мы сейчас нальем воду, горячую воду, в этой воде сейчас искупаю.",NA,keläš,keläš,need,NA,VP,inf_aš,no,predicate,modal,necessity,external,external,0,,no,,,0,no,,,,,,hum,present-day,,,,,
wm67,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kukshilidy,Kukshilidy,56.171758,46.760177,spontaneous,karem tə̈r mə̑čkə̑ kemə̈lä väkš dokə̑žə̑ . ,К мельнице нужно ехать вдоль обрыва.,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,instruction (way),0,,no,,,0,no,,,,,,hum,present-day,way descriptions,impersonal,,,
wm68,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Paulkino,Paulkino,56.177803,46.754674,spontaneous,"tidə̈ tə̈länet ak kel , расшифровываешь .","Это тебе не нужно, расшифровываешь.",NA,keläš,keläš,,NA,NP,N,,predicate,non-modal,need,NA,NA,1,,no,,,1,dat,,,,,,anim,not counted,,,,,
wm69,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Paulkino,Paulkino,56.177803,46.754674,spontaneous,gosudarstvə̑lan zdajaš keleš .,Нужно было сдавать его государству.,NA,keläš,keläš,need,NA,VP,inf_aš,no,predicate,modal,necessity,deontic,deontic,0,,no,,,0,no,,,,,,hum,present-day,,,,,
wm70,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Paulkino,Paulkino,56.177803,46.754674,spontaneous,"vot kə̈zə̈t iktə̈länät kolxoznə̑j nə̑r ak kel , cilä сплошь лежит .","Вот сейчас никому колхозное поле не нужно, всё сплошь лежит.",NA,keläš,keläš,,NA,NP,N,,predicate,non-modal,need,NA,NA,1,,no,,,1,dat,,,,,,anim,not counted,,,,,
wm71,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Paulkino,Paulkino,56.177803,46.754674,spontaneous,t'exosmotrə̑m proxojaš keleš ,Нужно пройти техосмотр.,NA,keläš,keläš,need,NA,VP,inf_aš,no,predicate,modal,necessity,deontic,,0,,no,,,0,no,,,,,,hum,present-day,,,,,
wm72,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"škol gə̈c läkmə̈kə̈ , kapka gə̈cə̈n läkmə̈kə̈ šalaxajə̑š särnälmə̈lä , kornə̑ mə̑čkə̑ kemə̈lä .","Выходя из школы, выйдя через калитку, нужно повернуть налево, нужно идти по дороге.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,instruction (way),0,,no,,,0,no,,,,,,hum,present-day,way descriptions,impersonal,,,
wm73,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"škol gə̈c läkmə̈kə̈ , kapka gə̈cə̈n läkmə̈kə̈ šalaxajə̑š särnälmə̈lä , kornə̑ mə̑čkə̑ kemə̈lä .","Выходя из школы, выйдя через калитку, нужно повернуть налево, нужно идти по дороге.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,instruction (way),0,,no,,,0,no,,,,,,hum,present-day,way descriptions,impersonal,,,
wm74,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,tə̈ kornə̑ š ... dono kendälə̈n počtə̑ ... počtə̑m erten kemə̈lä .,"Проходя по этой дороге, нужно пройти мимо почты.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,instruction (way),0,,no,,,0,no,,,,,,hum,present-day,way descriptions,impersonal,,,
wm75,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,karemə̈m vanžaš vurgə̑mla vekə̈räk nälmə̈lä ,"Чтобы перейти овраг, нужно взять немного направо.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,instruction (way),0,,no,,,0,no,,,,,,hum,present-day,way descriptions,impersonal,,,
wm76,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,valen kə̈ver gač vanžen kə̑rə̑kə̑š kuzə̑mə̑la ,"Спустившись, перейдя через мост, нужно подниматься в гору.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,instruction (way),0,,no,,,0,no,,,,,,hum,present-day,way descriptions,impersonal,,,
wm77,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"vara küšə̈l saran sola pičə̈ sagan aškedə̈n, vara kornə̑ gač vanžen nə̑r gač kemə̈lä ","Затем, пройдя рядом с огородами деревни Верхнее Сараново, потом, перейдя через дорогу, нужно идти через поле.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,instruction (way),0,,no,,,0,no,,,,,,hum,present-day,way descriptions,impersonal,,,
wm78,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,a ves ... kogo sirə̈škə̈ dä izi sirə̈škə̈žə̈ eče karem gač kemə̈lä ,"А на другую [улицу], Большую сторону и Малую сторону, еще нужно идти через овраг.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,instruction (way),0,,no,,,0,no,,,,,,hum,present-day,way descriptions,impersonal,,,
wm79,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,vara asval'tə̑š läkmə̈lä .,Потом нужно выйти на асфальт.,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,instruction (way),0,,no,,,0,no,,,,,,hum,present-day,way descriptions,impersonal,,,
wm80,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,garaž gə̈cə̈n iziš ülə̈kə̈räk valə̑mə̑la dä ves olicäm asval't mə̑č valə̑mə̑la .,От гаража нужно немного спуститься и пойти по другой стороне улицы по асфальту.,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,instruction (way),0,,no,,,0,no,,,,,,hum,present-day,way descriptions,impersonal,,,
wm81,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,garaž gə̈cə̈n iziš ülə̈kə̈räk valə̑mə̑la dä ves olicäm asval't mə̑č valə̑mə̑la .,От гаража нужно немного спуститься и пойти по другой стороне улицы по асфальту.,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,instruction (way),0,,no,,,0,no,,,,,,hum,present-day,way descriptions,impersonal,,,
wm82,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Apshak-Pelyak,Apshak-Pelyak,56.176298,46.698152,spontaneous,tə̈də̈m jesl'i jə̈ržə̈ kə̑čaš gə̈n'ə̈ və̈c m'etə̈r dä pelə̈ < IEA : [ нрзб ]> keleš ,"Если его обхватить вокруг, нужно пять с половиной метров.",NA,keläš,keläš,,NA,NP,N,,predicate,non-modal,need,NA,NA,0,,no,,,0,no,,,,,,,not counted,,,,,
wm83,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Apshak-Pelyak,Apshak-Pelyak,56.176298,46.698152,spontaneous,tə̈štə̈ man'ar edem keleš ?.,Сколько там нужно людей?,NA,keläš,keläš,,NA,NP,N,,predicate,non-modal,need,NA,NA,0,,yes,del,,0,no,,,,,,,not counted,,,,,
wm84,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,uže ramvläm privajə̑mə̑la .,Уже нужно прибавлять рамы.,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,external,0,,no,,,0,no,,,,,,hum,present-day,,,,,
